Facility Name,Latitude,Longitude
Jieliw Primary Health Care Unit,7.5954,30.2240
Kanynhial Primary Health Care Unit,7.7767,30.1180
Kedat Primary Health Care Unit,9.1310,30.0615
Khal Jaak Primary Health Care Centre,9.2761,29.5365
Koch Primary Health Care Centre,8.5998,29.9899
Kol Primary Health Care Unit,7.5982,30.2559
Kuer Guini Primary Health Care Unit,9.2607,29.8910
Kuer Primary Health Care Unit,9.0422,28.8477
Kui Primary Health Care Unit,8.3094,30.2295
Kuol Primary Health Care Unit,7.6162,30.2203
Kwach Primary Health Care Unit,8.9021,30.0295
Lae Diit Primary Health Care Unit,7.4577,30.4011
Langbil Nyier Primary Health Care Unit,8.2668,29.8159
Lanleer Primary Health Care Unit,8.4436,30.1981
Leer Primary Health Care Unit,8.2654,30.2011
Leer Primary Health Care Unit,8.3334,30.1986
Loum Primary Health Care Unit,8.3978,30.1296
Machak Primary Health Care Unit,7.5172,30.2676
Madool Primary Health Care Unit,7.9034,29.8421
Majak Primary Health Care Unit,7.6852,30.2613
Makur Primary Health Care Unit,7.4264,30.3457
Malkuer Primary Health Care Unit,8.1632,29.9430
Maluak Primary Health Care Unit,7.7455,30.1511
Mankien Primary Health Care Centre,9.0521,29.0900
Mayendit Primary Health Care Unit,7.8939,29.9608
Mayom Pannyjir Primary Health Care Unit,7.7052,30.0737
Mayom Primary Health Care Centre,9.2222,29.1757
Meek Island Primary Health Care Unit,7.7828,30.3064
Mirmir Primary Health Care Centre,8.4646,30.1023
Morkngok Primary Health Care Unit,7.2617,30.4240
Ngong Primary Health Care Unit,8.4707,30.0712
Ngop Primary Health Care Unit,9.1226,28.9514
Nhial Diu Primary Health Care Centre,9.0262,29.6833
Niemni Primary Health Care Unit,9.3065,30.0263
Nile Gangah B-V Primary Health Care Centre,9.2919,29.7952
Nor Bor Primary Health Care Unit,8.4048,29.9589
Nyadong Primary Health Care Unit,7.7041,30.2034
Nyal Primary Health Care Centre,7.7238,30.2486
Nyathar Primary Health Care Unit,9.3117,29.9770
Nyeel Primary Health Care Unit,9.6922,29.8745
Pabar Primary Health Care Unit,7.3452,30.4205
Pabuong Primary Health Care Unit,8.1239,30.0058
Pachak Primary Health Care Unit,7.2929,30.4464
Pachar Primary Health Care Unit,7.3179,30.4207
Pachienjok Primary Health Care Unit,7.3134,30.4627
Padeang Primary Health Care Unit,8.4054,30.1866
Padieng Primary Health Care Unit,7.4387,30.4177
Pakam Primary Health Care Unit,7.2935,30.4707
Pakur Primary Health Care Unit,8.6288,29.7350
Paliay Primary Health Care Unit,7.6388,30.2033
Panyang Primary Health Care Unit,9.4092,28.9126
Panyang Primary Health Care Unit,10.0422,29.9259
Pariang Primary Health Care Centre,9.9113,29.9821
Pathel Primary Health Care Unit,7.6550,30.2478
Phornor Primary Health Care Unit,8.3539,30.1682
Pouloul Primary Health Care Unit,8.1743,30.0600
Primary Health Care Primary Health Care Centre,8.1318,30.0166
Puop Primary Health Care Unit,9.2192,29.0167
Reang Primary Health Care Centre,9.3567,29.4903
Reik Primary Health Care Unit,8.9131,29.2765
Rier Primary Health Care Unit,8.7830,30.1002
Rieri Primary Health Care Unit,8.3212,30.0672
Ruath Nyibol Primary Health Care Unit,9.0370,28.9220
Rubkona Primary Health Care Unit,9.2902,29.7896
Rubnor Primary Health Care Unit,8.4271,30.1151
Thaker Primary Health Care Unit,8.4407,30.0702
Thakker Primary Health Care Unit,8.3931,30.0494
Thoan Primary Health Care Centre,9.2917,29.8378
Thoanhuom Primary Health Care Unit,7.4162,30.4658
Thonyor Primary Health Care Centre,8.2227,30.2196
Tiap Primary Health Care Centre,7.4148,30.4240
Toor Primary Health Care Centre,9.8452,29.7682
Tuet Primary Health Care Unit,8.8436,29.7542
Tuoch Luak Primary Health Care Unit,8.8996,29.6866
Turkey Primary Health Care Unit,8.7971,29.5875
Tutnyang Primary Health Care Unit,8.3597,30.1005
UNMISS PoC 2 Primary Health Care Centre,9.2889,29.7912
UNMISS PoC Sector 4 Primary Health Care Unit,9.2569,29.7772
Waak Primary Health Care Centre,8.9297,29.6162
Wanam Primary Health Care Unit,9.0479,29.0214
Wang Kai Primary Health Care Centre,9.0880,29.4555
Wathnyotni Primary Health Care Unit,9.4928,29.8938
Wumliet Primary Health Care Unit,8.6942,29.6329
Yup Primary Health Care Unit,7.7265,30.1824
Abong Primary Health Care Unit,9.1146,32.2054
Abukadhra Primary Health Care Unit,11.8303,32.8001
Aburoc Primary Health Care Unit,10.1055,32.0848
Achake Primary Health Care Unit,9.7999,31.9827
Adong Primary Health Care Unit,9.2434,32.1564
Akod Wieng Primary Health Care Unit,9.7085,32.3373
Akoka Primary Health Care Unit,9.7398,32.1725
Alaka Primary Health Care Unit,12.1695,32.7855
Alel Primary Health Care Unit,9.4577,31.6083
Athidwoi Primary Health Care Unit,10.2506,32.2421
Aweth Primary Health Care Centre,10.3412,32.2232
Ayatt Primary Health Care Unit,11.2920,32.6203
Baliet Primary Health Care Centre,9.2958,32.0575
Bam Primary Health Care Centre,9.5033,31.6590
Banglay Primary Health Care Unit,9.3372,31.8842
Banjang Primary Health Care Unit,11.3604,32.6757
Belwang Primary Health Care Unit,9.0926,33.3873
Beneshawa Primary Health Care Unit,9.6635,33.5328
Bieng Thiang Primary Health Care Unit,9.8335,32.0376
Bimbim Primary Health Care Unit,8.7805,32.8499
Bol Primary Health Care Unit,9.7278,31.8596
Bomy Primary Health Care Unit,9.9600,33.7276
Bounj Primary Health Care Centre,9.9587,33.7112
Bushara Primary Health Care Unit,11.6747,32.7462
Chutbora Primary Health Care Centre,9.2060,33.7532
Dajok Primary Health Care Centre,9.2054,33.9582
Dangaji Primary Health Care Unit,9.9272,33.6548
Defang Primary Health Care Unit,9.5708,31.6415
Detwok Primary Health Care Unit,10.0081,32.1817
Dome Primary Health Care Unit,8.8801,32.5723
Dorow Primary Health Care Centre,9.9769,33.7549
Dugdug Primary Health Care Unit,12.0818,33.0233
Dura Primary Health Care Unit,8.7946,32.7010
Ecs Primary Health Care Centre,9.5252,31.6583
Gaiireng Primary Health Care Unit,8.8982,33.0281
Gelhak Primary Health Care Unit,11.0423,32.6941
Gellachol Primary Health Care Unit,9.1008,32.3690
Genkwata Primary Health Care Unit,10.1139,33.4604
Gesm Allah Primary Health Care Unit,9.9657,33.8077
Gieger Primary Health Care Centre,11.9903,32.7588
Global Health Primary Health Care Centre,9.5380,31.6537
Globany Primary Health Care Unit,9.8568,32.0254
Goldora Primary Health Care Unit,10.2717,32.4633
Gollo Primary Health Care Unit,9.9601,32.1533
Guelguk Primary Health Care Centre,9.7555,32.9801
Gurnyang Primary Health Care Unit,8.6967,33.3949
Gusfami Primary Health Care Unit,11.9257,32.8740
Homkot Primary Health Care Unit,8.7151,33.0860
Ikol Islamic R. Org Primary Health Care Unit,9.5134,31.6585
Jamam Primary Health Care Unit,10.1439,33.2283
Jikmir Primary Health Care Centre,8.4533,33.1892
Jokon Primary Health Care Unit,8.3701,33.7666
Jongok Primary Health Care Unit,9.0547,33.4275
Jotume Primary Health Care Unit,8.6533,33.7658
Jurbenak Primary Health Care Unit,12.0381,33.0290
Kaka Primary Health Care Centre,10.5791,32.1574
Khor Tumbak Primary Health Care Unit,10.1601,33.8693
Kiech Kuon Primary Health Care Centre,8.9511,32.9297
Kierwan Primary Health Care Unit,8.7822,33.0404
Kiggile Primary Health Care Unit,8.6873,34.0268
Kilo 15 Primary Health Care Unit,12.1414,32.8221
Kilo 5 Primary Health Care Unit,12.0541,32.8202
Koat Primary Health Care Unit,8.6520,33.1088
Kodok Hospital Primary Health Care Centre,9.8916,32.1152
Kodok Primary Health Care Centre,9.8905,32.1162
Koloug Primary Health Care Unit,11.9827,32.9702
Kuich Primary Health Care Unit,8.6030,32.9063
Kwek Primary Health Care Unit,11.9270,32.7185
Latbier Primary Health Care Unit,11.5412,32.7375
Lelo Primary Health Care Unit,9.5228,31.6301
Liang Primary Health Care Unit,9.8832,33.6302
Longuchuk County Hospital,9.0266,33.4987
Lonylok Primary Health Care Unit,8.9925,33.0259
Lual Yak Primary Health Care Unit,8.7702,32.9771
Luek Primary Health Care Unit,8.5810,33.1894
Lul West Primary Health Care Centre,9.7475,31.9219
Mading Primary Health Care Centre,8.7727,33.3217
Magangs Primary Health Care Unit,11.9348,32.1313
Maiwut Primary Health Care Centre,8.6062,33.9241
Makal Primary Health Care Unit,9.6204,31.6505
Maker Primary Health Care Unit,8.4727,33.3110
Malakal Teaching Hospital,9.5283,31.6506
Malaw Primary Health Care Unit,8.9354,33.5715
Malek _Melut Primary Health Care Unit,10.0611,32.2795
Malek Primary Health Care Unit,8.8163,33.0473
Mallo Primary Health Care Centre,10.0491,32.2086
Mandeng Nasir Primary Health Care Unit,8.5323,33.1199
Meluf Primary Health Care Centre,10.4371,32.1898
Melut County Hospital,10.4444,32.2008
Molbuk Primary Health Care Unit,11.1565,32.6796
MSF- Holland Hosp. Primary Health Care Centre,8.6110,33.0580
Mulukia Primary Health Care Centre,9.5447,31.6467
N.H.I.F Primary Health Care Centre,9.5273,31.6513
N.H.I.F Primary Health Care Centre,11.6100,32.7253
N.H.I.F Primary Health Care Centre,11.7424,32.8118
Nassir County Hospital,8.6170,33.0744
Natural Health Primary Health Care Centre,9.5472,31.6502
New Guffa Primary Health Care Unit,9.9240,33.6532
Nilla Primary Health Care Unit,10.1075,33.8252
Nyatok Primary Health Care Unit,8.5445,33.8268
Nyibod Primary Health Care Unit,9.4873,31.0093
Nyiluak Primary Health Care Centre,9.4124,31.2954
Obei Primary Health Care Centre,9.3761,31.5726
Odeer Primary Health Care Unit,10.7690,32.3057
Ogon Primary Health Care Unit,10.1312,32.2702
Omar Primary Health Care Centre,11.7283,32.7753
Omduluis Primary Health Care Unit,12.1410,33.1054
Oriny Primary Health Care Centre,9.8678,31.8900
Otego Primary Health Care Unit,9.8939,31.9928
Oweci Primary Health Care Centre,9.4337,31.5759
Pagat Primary Health Care Centre,8.5076,34.0136
Pakang Primary Health Care Unit,9.3651,31.4679
Pakwar Primary Health Care Unit,9.3761,31.3974
Paloch Ii Primary Health Care Unit,10.4604,32.5435
Paloch Primary Health Care Unit,10.4657,32.5481
Pamac Primary Health Care Unit,8.9211,33.7431
Papojo Primary Health Care Unit,9.5076,30.9416
Pariak Primary Health Care Unit,10.5608,32.5506
Renk County Hospital,11.7490,32.8000
Riang Primary Health Care Unit,9.0908,32.7465
Rom Primary Health Care Unit,9.8820,32.1537
Romale Primary Health Care Unit,12.0760,32.7822
Rup Board Primary Health Care Centre,8.6691,32.7915
Shamidi Primary Health Care Unit,11.5163,32.9707
Shatta Primary Health Care Unit,9.5342,33.6608
Ssc Primary Health Care Centre,9.5309,31.6613
Thangrial Primary Health Care Unit,10.3076,32.2679
Thwor Gwang Primary Health Care Unit,11.0010,32.6424
Toloar Primary Health Care Unit,9.0294,32.8747
Tonga Primary Health Care Centre,9.4700,31.0494
Turu Primary Health Care Unit,8.5005,33.9368
Ugier Primary Health Care Unit,9.3130,33.6841
Ulang Primary Health Care Centre,8.6560,32.7204
Uleng One/Luajak Primary Health Care Centre,8.7147,33.7488
Wadakon Primary Health Care Centre,11.6081,32.7284
Wanamum Primary Health Care Unit,10.1698,32.8129
Wanthaw Primary Health Care Centre,12.2071,32.8002
Waraj Wok Primary Health Care Centre,9.4738,31.6339
Wau Shilluk Health Primary Health Care Centre,9.6613,31.7459
Wugisa Primary Health Care Unit,8.8959,34.0842
Wunkir Primary Health Care Unit,8.6434,33.8441
Yomding Primary Health Care Unit,8.6356,32.8385
Adet Primary Health Care Unit,8.0275,28.1377
Agaat Dit Primary Health Care Unit,8.7841,27.9969
Agaigai Primary Health Care Unit,8.5254,28.5432
Aget Primary Health Care Unit,8.2462,27.9813
Aguka Primary Health Care Unit,6.9799,28.7163
Ajak Kuac Primary Health Care Centre,9.2909,28.7099
Ajiep Primary Health Care Centre,8.2656,28.0894
Ajogo Primary Health Care Unit,8.7072,28.4252
Ajong Primary Health Care Unit,9.0791,28.3433
Akiar Primary Health Care Unit,7.6529,28.8862
Akok Primary Health Care Centre,9.0687,28.1144
Akon Primary Health Care Unit,8.8873,27.9570
Akop Primary Health Care Centre,8.3585,29.1647
Akurbiok Primary Health Care Unit,8.0875,28.4583
Alabek Primary Health Care Centre,8.5346,28.9270
Alek Primary Health Care Centre,8.6639,28.1486
Aliek Primary Health Care Centre,8.3953,28.6873
Aloor Primary Health Care Unit,,
Ananatak Primary Health Care Unit,7.7322,29.0254
Angeruger Primary Health Care Unit,8.3712,28.4263
Angui Primary Health Care Unit,9.0300,27.7499
Anguoth Primary Health Care Unit,8.7768,28.2004
Angur Primary Health Care Unit,7.1012,28.4668
Anyiel Primary Health Care Unit,9.2599,28.5385
Aporlang Primary Health Care Unit,8.1453,28.5404
Athieng-Pool Primary Health Care Unit,8.3491,29.0734
Atuk Kuel Primary Health Care Unit,8.6441,27.9959
Aweng Primary Health Care Centre,9.0988,28.5595
Awul Primary Health Care Unit,8.1888,28.7360
Awut Wut Primary Health Care Unit,8.5939,28.6143
Aywang Primary Health Care Unit,8.3847,28.1758
Billic Primary Health Care Unit,8.4768,28.4809
Bolyom Primary Health Care Unit,9.1092,28.6085
Bulyom Primary Health Care Unit,9.1089,28.6045
Daniel Comboni Hospital Primary Health Care Centre,8.0332,29.1827
Dhiau Agaal Primary Health Care Unit,9.1643,27.9758
Don Bosco Primary Health Care Centre,7.2720,28.6789
Gogrial Primary Health Care Centre,8.5268,28.1001
Indeed Truth Primary Health Care Unit,,
Jak Primary Health Care Unit,7.6665,28.7015
Kacuat Primary Health Care Unit,7.9468,29.1794
Kal Ruel Primary Health Care Unit,7.2770,28.6836
Keet Primary Health Care Unit,8.8185,28.0709
Kirrik Primary Health Care Unit,7.8855,28.8162
Kuajok Primary Health Care Centre,8.2966,27.9824
Kuelcuk Primary Health Care Unit,8.0495,29.3080
Liefnhom Primary Health Care Centre,8.5976,28.4726
Luonyaker Primary Health Care Centre,8.2296,28.3898
Lurchuk Primary Health Care Unit,7.8312,28.4473
Mabior-Yar Primary Health Care Unit,7.4818,28.7844
Madhiath Primary Health Care Unit,7.9305,28.8302
Magak Primary Health Care Centre,8.8967,28.3473
Magat Primary Health Care Unit,8.1044,28.0082
Majak Lou Primary Health Care Unit,8.6121,28.8439
Majak Nyiuom Primary Health Care Unit,8.7258,28.5307
Majak Pagai Primary Health Care Unit,9.1702,28.2266
Majok Noon Primary Health Care Centre,9.2033,28.5896
Makuac Primary Health Care Unit,7.9875,29.4768
Maliai Primary Health Care Unit,8.3932,28.5410
Malou-Hol Primary Health Care Unit,9.1345,28.2691
Malual-Mok Primary Health Care Unit,7.3994,28.7410
Maluil Ajak Primary Health Care Unit,8.5288,27.9761
Mandeng Primary Health Care Unit,8.5759,27.9656
Mangol Primary Health Care Unit,8.8303,28.5461
Manloor Primary Health Care Unit,7.9767,28.4161
Manyiel-Thony Primary Health Care Unit,7.3882,28.9780
Maper Primary Health Care Unit,9.1054,28.4979
Marial Abook Primary Health Care Unit,7.9003,28.4423
Marial Maper Primary Health Care Unit,9.1690,28.5129
Marial Rural County Hospital,8.0428,29.1899
Marial-lou Primary Health Care Unit,8.0428,29.1899
Matiel Primary Health Care Unit,8.1451,28.2286
Mawut Primary Health Care Unit,8.3109,28.3592
Mayen Abun Primary Health Care Centre,9.1625,28.3623
Mayen Pajok Primary Health Care Unit,9.0165,27.9230
Mayen Primary Health Care Unit,7.8384,29.2741
Mayen-gumel Primary Health Care Unit,8.4528,28.1201
Mayom Chol Primary Health Care Unit,8.4105,28.4051
Mayom Gogrial Primary Health Care Unit,8.7371,28.1993
Mayom Totin Primary Health Care Unit,8.6828,28.2731
Mayom-Biong Primary Health Care Unit,8.2342,28.5940
Molbang Primary Health Care Unit,9.2529,28.6830
Mother Teresa County Hospital,9.0949,28.4243
Ngabagok Primary Health Care Centre,7.8460,29.0949
Nyany Mayenjur Primary Health Care Unit,8.7402,28.6414
Nyieth Primary Health Care Unit,8.9586,27.9245
Nyokthiang Primary Health Care Unit,8.5942,28.1213
Pabukchak Primary Health Care Unit,7.8367,28.7139
Pagakdit Primary Health Care Unit,7.9925,28.4979
Pagol Primary Health Care Unit,7.6999,28.5802
Pakor Primary Health Care Unit,8.9348,28.1178
Palal Primary Health Care Unit,7.7169,28.9401
Paliang Primary Health Care Unit,7.9776,29.3154
Panacier Primary Health Care Unit,8.6156,28.3611
Panakdie Primary Health Care Unit,7.6981,28.7701
Pandit Twic Primary Health Care Unit,9.0058,28.3679
Pankot Primary Health Care Unit,8.1223,28.3931
Panliet Primary Health Care Unit,8.8424,28.2554
Pannyok Primary Health Care Unit,9.0848,28.2068
Parasika Primary Health Care Unit,8.0905,28.9213
Pawel Primary Health Care Unit,7.5631,28.7244
Paweng Primary Health Care Unit,8.1810,28.1595
Peeth Primary Health Care Unit,8.9672,28.0113
Pinydit Primary Health Care Unit,8.4156,28.3445
Primary Health Care Centre,8.3055,27.9734
Romic Primary Health Care Centre,7.9739,29.2837
Roomtit Primary Health Care Unit,8.0796,28.5358
Roorkou Primary Health Care Unit,8.3384,28.7410
Rualbet Primary Health Care Unit,8.1171,28.9415
Rumabuth Primary Health Care Unit,,
Ruot Primary Health Care Unit,8.4076,28.4631
Tarweng Primary Health Care Unit,8.3526,28.3542
Thiet Primary Health Care Centre,7.6082,28.8105
Thonghoc Primary Health Care Unit,8.1901,28.4610
Thurnyior Primary Health Care Unit,8.1449,28.1320
Titcok Primary Health Care Unit,8.9446,28.2869
Toch Noon Primary Health Care Unit,9.0886,27.9846
Tonj County Hospital,7.2767,28.6798
Tuele Primary Health Care Unit,8.9972,28.2119
Turalei Primary Health Care Centre,9.0955,28.4302
Wanh Alel Primary Health Care Unit,7.4842,28.8486
Warap State Hospital,8.2545,27.9832
Warrap Primary Health Care Centre,8.0895,28.6381
Wunakoc Primary Health Care Unit,8.2666,28.3430
Wuncuei Primary Health Care Unit,8.0164,29.4476
Wunlit Primary Health Care Unit,7.8422,29.2315
Wunrok Primary Health Care Centre,8.9928,28.2916
Yiik Thon Primary Health Care Unit,9.2358,28.0540
Yiikadoor Primary Health Care Unit,8.2472,28.4635
Abou Primary Health Care Unit,7.7062,28.1178
Abushaka Primary Health Care Unit,7.7169,27.8333
Achongchong Primary Health Care Centre,7.9293,28.1745
Achot Primary Health Care Unit,7.7083,28.1545
Agok Primary Health Care Centre,7.6279,28.0126
Agur Primary Health Care Unit,7.7951,27.9032
Ajomgo Primary Health Care Unit,8.0739,27.6221
Akrok Primary Health Care Unit,7.7970,27.9811
Alel Chok Primary Health Care Unit,7.7782,27.9785
Alelthouny Primary Health Care Unit,8.2777,27.8552
Aljazira Primary Health Care Unit,,
Atido Primary Health Care Unit,7.8521,27.8997
Baggari Primary Health Care Unit,7.5748,27.8894
Bar Urod Primary Health Care Unit,7.9606,27.5123
Barakol Primary Health Care Unit,7.8533,27.7726
Barurud Primary Health Care Unit,7.9684,27.5200
Baryar Primary Health Care Unit,7.7563,27.9652
Bazia Jedid Primary Health Care Centre,7.6787,27.9942
Besselia Primary Health Care Centre,7.7662,27.6997
Bili Primary Health Care Unit,7.7601,26.1381
Bonio Primary Health Care Unit,7.6868,26.3232
